Observed,Scaled_Observed,Chao1
177,672.6,217.33333333333334
167,634.6,192.6
160,608,203.75
175,665,217
178,676.4,211.62
182,691.6,214.3269230769231
181,687.8,245
168,638.4,210.10526315789474
173,657.4,197.89655172413794
169,642.1999999999999,212.75
174,661.1999999999999,223
167,634.6,209.10526315789474
163,619.4,190.52380952380952
190,722,232.66666666666666
167,634.6,187.02083333333334
170,646,193.67391304347825
167,634.6,182.625
164,623.1999999999999,219.125
177,672.6,209
165,627,207.78125
167,634.6,213.69444444444446
179,680.1999999999999,215.36363636363637
148,562.4,288.08333333333337
175,665,223.6578947368421
162,615.6,190.6578947368421
162,615.6,192.625
160,608,190.42105263157896
173,657.4,213.0263157894737
149,566.1999999999999,173.14285714285714
165,627,198.33333333333334
158,600.4,198.26470588235293
169,642.1999999999999,184.1875
164,623.1999999999999,219.125
174,661.1999999999999,212.0952380952381
173,657.4,236.28125
173,657.4,253.66666666666669
180,684,237.78125
171,649.8,219.6578947368421
174,661.1999999999999,207.01785714285714
167,634.6,199.02941176470588
176,668.8,230.38235294117646
168,638.4,193.1304347826087
167,634.6,186.69230769230768
166,630.8,202.36363636363637
174,661.1999999999999,222.13333333333333
169,642.1999999999999,189.02083333333334
165,627,201.1
163,619.4,201.02777777777777
150,570,174.38095238095238
168,638.4,194.27272727272728
165,627,211.42105263157896
173,657.4,218.125
169,642.1999999999999,198.16666666666666
170,646,237.5
164,623.1999999999999,181.35714285714286
163,619.4,187
164,623.1999999999999,184.48
173,657.4,219.42105263157896
165,627,185.8913043478261
159,604.1999999999999,187.9
168,638.4,208.26470588235293
174,661.1999999999999,212.0952380952381
171,649.8,208.23076923076923
159,604.1999999999999,199.5
172,653.6,198.6304347826087
183,695.4,264.28125
170,646,202.3269230769231
172,653.6,208.36363636363637
168,638.4,204.36363636363637
180,684,206.66666666666666
167,634.6,203.1
170,646,197.225
159,604.1999999999999,207.4
164,623.1999999999999,185.40740740740742
174,661.1999999999999,197.12
165,627,199.03125
159,604.1999999999999,186
170,646,208.025
169,642.1999999999999,201.02941176470588
166,630.8,189.27272727272728
162,615.6,225
179,680.1999999999999,237.1315789473684
175,665,211.125
166,630.8,210.44444444444446
168,638.4,208
159,604.1999999999999,191.4
165,627,189.38095238095238
154,585.1999999999999,190.57142857142856
171,649.8,207
158,600.4,194.1
171,649.8,209
165,627,199.225
171,649.8,211
162,615.6,243.3846153846154
163,619.4,193.625
167,634.6,197.42000000000002
168,638.4,218
167,634.6,195.44444444444446
172,653.6,204.23684210526315
178,676.4,238.6315789473684
166,630.8,197.11363636363637
159,604.1999999999999,193.02777777777777
165,627,238.63333333333333
179,680.1999999999999,224.125
179,680.1999999999999,225.0952380952381
166,630.8,206.19565217391306
154,585.1999999999999,184.11764705882354
170,646,204.7826086956522
162,615.6,189
174,661.1999999999999,229.68421052631578
165,627,219.32142857142856
162,615.6,204.47058823529412
167,634.6,230
180,684,218.02777777777777
173,657.4,204.11363636363637
161,611.8,186.28947368421052
168,638.4,199.3913043478261
170,646,194.75
152,577.6,190.28125
162,615.6,200.0952380952381
171,649.8,220.84615384615384
180,684,218.52083333333334
168,638.4,195.225
164,623.1999999999999,208.23684210526315
174,661.1999999999999,212
156,592.8,183
167,634.6,187.94230769230768
176,668.8,203.8409090909091
170,646,216.69444444444446
186,706.8,225.72413793103448
180,684,210.76923076923077
174,661.1999999999999,200.32692307692307
162,615.6,206.1
169,642.1999999999999,218
160,608,183.68421052631578
176,668.8,203
171,649.8,202.3913043478261
158,600.4,196
156,592.8,178.26086956521738
167,634.6,203.02941176470588
162,615.6,182.02083333333334
161,611.8,197
168,638.4,198.25
147,558.6,185.28125
165,627,193.17391304347825
171,649.8,219
179,680.1999999999999,197.15
162,615.6,192.03125
157,596.6,201.73529411764707
167,634.6,194.52380952380952
168,638.4,204.54347826086956
167,634.6,195.9
169,642.1999999999999,209
175,665,208.06521739130434
170,646,214.1
157,596.6,197.5
170,646,200.08333333333334
180,684,199.44642857142858
169,642.1999999999999,209.0263157894737
175,665,205.42000000000002
163,619.4,193.42105263157896
177,672.6,200.14285714285714
165,627,187.81666666666666
151,573.8,181.11764705882354
154,585.1999999999999,202.13333333333333
171,649.8,201.625
162,615.6,198.02941176470588
174,661.1999999999999,188.08333333333334
184,699.1999999999999,224.19565217391306
180,684,214.7826086956522
160,608,194.13333333333333
162,615.6,180
163,619.4,183.8913043478261
166,630.8,208.10526315789474
168,638.4,190.26086956521738
165,627,224.55882352941177
159,604.1999999999999,187.88
177,672.6,207.76923076923077
165,627,201.02941176470588
166,630.8,212.42105263157896
177,672.6,209.3269230769231
170,646,230.03571428571428
152,577.6,172.6315789473684
165,627,199.10526315789474
175,665,199.44642857142858
181,687.8,229.0909090909091
173,657.4,200.76923076923077
184,699.1999999999999,236.08333333333334
169,642.1999999999999,195.32692307692307
169,642.1999999999999,187
178,676.4,214.98
174,661.1999999999999,207.62
160,608,181.025
176,668.8,205.62962962962962
161,611.8,188.38
177,672.6,199.6875
174,661.1999999999999,203.76086956521738
161,611.8,175
166,630.8,202.0263157894737
166,630.8,232.03571428571428
166,630.8,215.44117647058823
162,615.6,202.9090909090909
178,676.4,202.08333333333334
166,630.8,189.12
164,623.1999999999999,200.21428571428572
172,653.6,210.28125
168,638.4,196.17391304347825
173,657.4,209.36363636363637
173,657.4,221.4
176,668.8,220.44444444444446
165,627,207.08695652173913
162,615.6,202
179,680.1999999999999,210.6875
177,672.6,227.94736842105263
151,573.8,183.11111111111111
168,638.4,208
170,646,197.38
172,653.6,218.02272727272728
174,661.1999999999999,214.0263157894737
177,672.6,201.92307692307693
166,630.8,206.02380952380952
172,653.6,208.0263157894737
168,638.4,204.36363636363637
172,653.6,236.97058823529412
178,676.4,218.0263157894737
172,653.6,206.38095238095238
155,589,181.94736842105263
175,665,211.98
178,676.4,222
166,630.8,188.88095238095238
167,634.6,215.4
181,687.8,225
156,592.8,181.28947368421052
172,653.6,210.34782608695653
158,600.4,198.26470588235293
163,619.4,210.53125
170,646,190.94230769230768
162,615.6,196.5681818181818
158,600.4,178.45454545454544
159,604.1999999999999,202.75
169,642.1999999999999,200.11363636363637
182,691.6,212.76923076923077
188,714.4,253.78947368421052
173,657.4,203.85714285714286
167,634.6,185.96296296296296
161,611.8,206.125
173,657.4,197
159,604.1999999999999,187.6578947368421
171,649.8,235
177,672.6,221.18
170,646,197.58620689655172
164,623.1999999999999,186.6875
176,668.8,232.94117647058823
172,653.6,202.85714285714286
159,604.1999999999999,182.67391304347825
170,646,239.03125
163,619.4,201.02777777777777
167,634.6,196.76086956521738
158,600.4,188.03125
183,695.4,221.34782608695653
166,630.8,198.4
163,619.4,193.03125
173,657.4,214.14285714285714
152,577.6,218.66666666666669
174,661.1999999999999,216.25
180,684,232.5952380952381
167,634.6,191.38095238095238
164,623.1999999999999,198.7826086956522
180,684,222.025
168,638.4,203.02083333333334
181,687.8,237.03333333333333
164,623.1999999999999,192.17391304347825
162,615.6,194.5952380952381
164,623.1999999999999,191.52380952380952
172,653.6,210.025
167,634.6,248.3846153846154
176,668.8,191.5
161,611.8,175.20454545454547
172,653.6,210.0952380952381
166,630.8,227.36111111111111
146,554.8,164.225
184,699.1999999999999,222.0952380952381
172,653.6,212.02380952380952
168,638.4,194.6304347826087
167,634.6,205.0952380952381
165,627,197.8181818181818
169,642.1999999999999,190.1206896551724
170,646,234.53333333333333
171,649.8,243.32142857142856
165,627,190.52083333333334
176,668.8,220.02380952380952
169,642.1999999999999,201.3269230769231
156,592.8,196.83333333333334
161,611.8,193.23684210526315
169,642.1999999999999,230.36111111111111
169,642.1999999999999,207.0952380952381
178,676.4,228.94736842105263
177,672.6,252.11111111111111
167,634.6,199.4
172,653.6,236.53333333333333
172,653.6,239.5
170,646,215.125
169,642.1999999999999,225.25
179,680.1999999999999,214.02083333333334
165,627,214.84615384615384
175,665,215.19565217391306
162,615.6,196.02777777777777
157,596.6,197.5
154,585.1999999999999,184.03125
157,596.6,185.6578947368421
170,646,204.10526315789474
166,630.8,208.25
171,649.8,195.08333333333334
173,657.4,230.6
172,653.6,208.1
190,722,220.01785714285714
168,638.4,199.11363636363637
162,615.6,189.225
162,615.6,198.3
174,661.1999999999999,222.02173913043478
180,684,213.01785714285714
171,649.8,218.53125
176,668.8,222.0952380952381
174,661.1999999999999,240.03571428571428
174,661.1999999999999,192.75
166,630.8,210.73529411764707
167,634.6,197.625
168,638.4,210.025
181,687.8,219.025
171,649.8,215.46296296296296
171,649.8,218.53125
152,577.6,181.45454545454544
182,691.6,228.69444444444446
175,665,202
165,627,209.46153846153845
181,687.8,213.3269230769231
169,642.1999999999999,217.13333333333333
175,665,197.88095238095238
167,634.6,195.44444444444446
171,649.8,209.02777777777777
154,585.1999999999999,190.57142857142856
166,630.8,204.0952380952381
174,661.1999999999999,195.78
164,623.1999999999999,192.16666666666666
170,646,188.96296296296296
162,615.6,245.33333333333331
175,665,196.87878787878788
165,627,205.11111111111111
170,646,237.5
164,623.1999999999999,187.60344827586206
158,600.4,181.67391304347825
165,627,199.5681818181818
160,608,196.36363636363637
169,642.1999999999999,215.225
156,592.8,181.1304347826087
158,600.4,207
169,642.1999999999999,188.22
158,600.4,188.08333333333334
163,619.4,195.11111111111111
170,646,191.875
181,687.8,203.81666666666666
162,615.6,181.22
175,665,219.02173913043478
168,638.4,216.02173913043478
175,665,200.35185185185185
156,592.8,210.32142857142856
177,672.6,213.21428571428572
156,592.8,186.625
176,668.8,220
175,665,195.16666666666666
159,604.1999999999999,201.78125
180,684,214.5681818181818
162,615.6,195.33333333333334
157,596.6,200.75
165,627,209.23684210526315
175,665,205.42105263157896
170,646,216.42105263157896
154,585.1999999999999,174.83333333333334
173,657.4,273.8333333333333
177,672.6,213.98
175,665,238.28125
175,665,213.0952380952381
169,642.1999999999999,203.10526315789474
158,600.4,204.42105263157896
155,589,182.225
179,680.1999999999999,223
167,634.6,201.10526315789474
171,649.8,227.94117647058823
164,623.1999999999999,265.25
173,657.4,211.025
173,657.4,200.8409090909091
164,623.1999999999999,202.11764705882354
167,634.6,205.20454545454544
166,630.8,194.26470588235293
173,657.4,207.38095238095238
166,630.8,204.34782608695653
171,649.8,205.7826086956522
169,642.1999999999999,223.38235294117646
168,638.4,195.38
174,661.1999999999999,210.21428571428572
169,642.1999999999999,187
169,642.1999999999999,219.20454545454544
184,699.1999999999999,204.13235294117646
168,638.4,205.23076923076923
155,589,208.33333333333334
152,577.6,192.04166666666666
163,619.4,211.13333333333333
160,608,198.89285714285714
172,653.6,210
164,623.1999999999999,200.0263157894737
169,642.1999999999999,213.44444444444446
154,585.1999999999999,192.89285714285714
162,615.6,204.02272727272728
170,646,216.42105263157896
178,676.4,212.02777777777777
171,649.8,202.3913043478261
151,573.8,191.0909090909091
172,653.6,208.75
178,676.4,206.98275862068965
175,665,219.23684210526315
170,646,202.3269230769231
157,596.6,172.84782608695653
168,638.4,214.69444444444446
170,646,194.75
174,661.1999999999999,214.0263157894737
174,661.1999999999999,207.06521739130434
171,649.8,192.78
167,634.6,209
153,581.4,187.38095238095238
162,615.6,188.94736842105263
161,611.8,186.52083333333334
171,649.8,198.76923076923077
171,649.8,205.7826086956522
161,611.8,190.45454545454544
171,649.8,205.02777777777777
173,657.4,203.42105263157896
168,638.4,217
170,646,230.03571428571428
169,642.1999999999999,220.88235294117646
180,684,242.23529411764707
164,623.1999999999999,189.78571428571428
170,646,218
166,630.8,206.26470588235293
170,646,197
169,642.1999999999999,211
165,627,184.56521739130434
178,676.4,218.5
173,657.4,223.94736842105263
162,615.6,236.46153846153845
161,611.8,195.225
171,649.8,199.9
173,657.4,240.5
163,619.4,188.35185185185185
161,611.8,193.11111111111111
166,630.8,208.47058823529412
169,642.1999999999999,199.42000000000002
167,634.6,180.02083333333334
173,657.4,211.34782608695653
155,589,195.5
169,642.1999999999999,217.13333333333333
178,676.4,193.5
163,619.4,205.1875
162,615.6,209.05882352941177
178,676.4,200.08064516129033
171,649.8,211
156,592.8,182.27272727272728
163,619.4,188.92000000000002
160,608,185.92000000000002
161,611.8,195.02777777777777
169,642.1999999999999,194.78571428571428
179,680.1999999999999,225.02083333333334
172,653.6,205.06521739130434
160,608,190.625
174,661.1999999999999,214.02380952380952
163,619.4,177.01923076923077
162,615.6,202.0263157894737
170,646,188.48076923076923
176,668.8,196.02083333333334
184,699.1999999999999,245.45454545454544
180,684,216.21428571428572
158,600.4,192.6153846153846
166,630.8,189.55769230769232
165,627,207.10526315789474
167,634.6,216.44117647058823
172,653.6,208.36363636363637
169,642.1999999999999,205.1
169,642.1999999999999,201.4
172,653.6,214
165,627,225.16666666666666
162,615.6,219.78125
174,661.1999999999999,203.16666666666666
175,665,205.76923076923077
154,585.1999999999999,196.10526315789474
180,684,251.1578947368421
171,649.8,200.45454545454544
176,668.8,206.41379310344828
170,646,195.92857142857142
163,619.4,218.125
172,653.6,212.26470588235293
183,695.4,210.38
173,657.4,196.14285714285714
165,627,190.6
178,676.4,207.76086956521738
167,634.6,207.0263157894737
174,661.1999999999999,193.69230769230768
164,623.1999999999999,190.94736842105263
171,649.8,209
156,592.8,188.4
167,634.6,194.52380952380952
177,672.6,208.11363636363637
177,672.6,197.64285714285714
163,619.4,201.52083333333334
152,577.6,180.26470588235293
174,661.1999999999999,210.1
165,627,192.8409090909091
177,672.6,194.56451612903226
165,627,196.6875
172,653.6,214.48076923076923
183,695.4,227.02173913043478
158,600.4,180.26086956521738
173,657.4,207.10526315789474
175,665,217.10526315789474
173,657.4,188.5151515151515
179,680.1999999999999,215.21428571428572
156,592.8,197.28571428571428
161,611.8,192.6875
175,665,211.21428571428572
173,657.4,202.45454545454544
162,615.6,194.23684210526315
164,623.1999999999999,188.75
176,668.8,220.23684210526315
165,627,238.5
174,661.1999999999999,216.78125
164,623.1999999999999,190.47058823529412
160,608,208.89285714285714
163,619.4,190.8409090909091
162,615.6,198.0263157894737
160,608,232.2
165,627,199.38095238095238
169,642.1999999999999,209.5
158,600.4,174.82
165,627,205.26470588235293
172,653.6,218.225
178,676.4,195
171,649.8,209.025
164,623.1999999999999,221.14285714285714
157,596.6,249.04545454545456
171,649.8,211.11111111111111
177,672.6,247.53333333333333
173,657.4,208.28
161,611.8,201
168,638.4,204.0263157894737
172,653.6,192.64285714285714
159,604.1999999999999,185.27272727272728
182,691.6,208.22413793103448
167,634.6,192.1304347826087
169,642.1999999999999,190.1206896551724
162,615.6,181.18421052631578
174,661.1999999999999,200.32692307692307
172,653.6,220.4
172,653.6,218.42105263157896
168,638.4,204.54347826086956
173,657.4,211.20454545454544
166,630.8,206.0263157894737
163,619.4,201
174,661.1999999999999,212.52083333333334
164,623.1999999999999,188.75
172,653.6,206.02777777777777
165,627,199.10526315789474
162,615.6,196.38095238095238
163,619.4,263.4090909090909
157,596.6,187.625
183,695.4,245.23529411764707
160,608,189.45454545454544
165,627,214.44117647058823
171,649.8,211.02380952380952
176,668.8,202.22413793103448
168,638.4,248.66666666666669
175,665,209.10526315789474
175,665,201.32692307692307
168,638.4,199.6875
166,630.8,202
177,672.6,209
177,672.6,199.3448275862069
170,646,227.78125
168,638.4,215.53125
171,649.8,224.28947368421052
176,668.8,192.66666666666666
168,638.4,191.55769230769232
172,653.6,218.225
158,600.4,181.55769230769232
159,604.1999999999999,180.42857142857142
166,630.8,219.33333333333334
162,615.6,187.6
170,646,206.36363636363637
173,657.4,201.16666666666666
164,623.1999999999999,256.0416666666667
166,630.8,202.21428571428572
165,627,193.52083333333334
170,646,197.52380952380952
171,649.8,200.76086956521738
160,608,177.04347826086956
164,623.1999999999999,196.5952380952381
170,646,230.5
173,657.4,205.5952380952381
156,592.8,171.57407407407408
171,649.8,215
172,653.6,206.7826086956522
154,585.1999999999999,184.85714285714286
174,661.1999999999999,195.875
170,646,232.23529411764707
173,657.4,217.44444444444446
164,623.1999999999999,200.02941176470588
159,604.1999999999999,201.25
172,653.6,210
163,619.4,183.48
145,551,159.69444444444446
173,657.4,195.6851851851852
172,653.6,214.02272727272728
150,570,178.26470588235293
167,634.6,203
175,665,211.21428571428572
164,623.1999999999999,194.85714285714286
179,680.1999999999999,223.08333333333334
164,623.1999999999999,208.23684210526315
167,634.6,218.88235294117646
164,623.1999999999999,215.57142857142856
163,619.4,201.53333333333333
163,619.4,199.1
180,684,218.52083333333334
165,627,179.51851851851853
156,592.8,180.08333333333334
162,615.6,184.6851851851852
158,600.4,190.23684210526315
167,634.6,194.38
173,657.4,200
156,592.8,184.9
167,634.6,199.8181818181818
170,646,223.77777777777777
172,653.6,238.69444444444446
174,661.1999999999999,210.21428571428572
175,665,217.08695652173913
160,608,185.78571428571428
178,676.4,214.1
187,710.6,235.0909090909091
169,642.1999999999999,197.17391304347825
169,642.1999999999999,196.52380952380952
160,608,187.52380952380952
159,604.1999999999999,203.02380952380952
169,642.1999999999999,194
170,646,204
168,638.4,213.125
165,627,207.025
160,608,182.23076923076923
169,642.1999999999999,190.1206896551724
176,668.8,199.55769230769232
159,604.1999999999999,193
170,646,236.69444444444446
162,615.6,204.025
168,638.4,202.225
158,600.4,231.63333333333333
178,676.4,218.33333333333334
162,615.6,182.6315789473684
164,623.1999999999999,194.42105263157896
154,585.1999999999999,178.73529411764707
170,646,199.45454545454544
180,684,208.16666666666666
171,649.8,233.5
176,668.8,211.28
180,684,264.02777777777777
168,638.4,212.23684210526315
164,623.1999999999999,200
170,646,208.20454545454544
179,680.1999999999999,229.02083333333334
163,619.4,187.92307692307693
161,611.8,209.6578947368421
186,706.8,240.34782608695653
170,646,191.33333333333334
179,680.1999999999999,231.9
178,676.4,216.02777777777777
161,611.8,188
156,592.8,188.11111111111111
168,638.4,223.53846153846155
180,684,213.9230769230769
175,665,230.68421052631578
176,668.8,201.1304347826087
174,661.1999999999999,199.52083333333334
174,661.1999999999999,225.88235294117646
163,619.4,203.5
163,619.4,201.025
155,589,189.03125
184,699.1999999999999,224.5
175,665,202.38
176,668.8,208.5952380952381
176,668.8,207.6875
175,665,238.18421052631578
177,672.6,194.015625
155,589,198.2
163,619.4,197.02777777777777
178,676.4,228.38095238095238
173,657.4,228.225
172,653.6,216.02380952380952
171,649.8,195.5
162,615.6,179.7962962962963
163,619.4,211.6578947368421
175,665,225.625
176,668.8,207.3913043478261
179,680.1999999999999,203.5
166,630.8,195.76086956521738
163,619.4,193.11764705882354
165,627,209.23684210526315
178,676.4,212.38095238095238
161,611.8,178.7962962962963
163,619.4,255.57142857142856
174,661.1999999999999,214.19565217391306
168,638.4,193.1304347826087
175,665,238
164,623.1999999999999,183.18421052631578
167,634.6,197.03125
176,668.8,220.73529411764707
156,592.8,222.66666666666669
172,653.6,208.21428571428572
173,657.4,191.77586206896552
156,592.8,171.68
177,672.6,225.21428571428572
168,638.4,206.025
165,627,199.38095238095238
177,672.6,209
176,668.8,216.02380952380952
167,634.6,188.40740740740742
167,634.6,222.125
166,630.8,202.36363636363637
158,600.4,192.38095238095238
157,596.6,197.0263157894737
167,634.6,193.74074074074073
157,596.6,179.26086956521738
181,687.8,203.5625
176,668.8,218
186,706.8,220.7826086956522
162,615.6,190.9
161,611.8,205.23684210526315
158,600.4,196.28125
175,665,197.6851851851852
157,596.6,177.25
166,630.8,198.5952380952381
148,562.4,173.6
174,661.1999999999999,204.08333333333334
173,657.4,203.08333333333334
167,634.6,216
178,676.4,218.5
183,695.4,223.33333333333334
169,642.1999999999999,200.11363636363637
164,623.1999999999999,190.6304347826087
168,638.4,223.125
173,657.4,200.8409090909091
152,577.6,188.3
167,634.6,189.5
158,600.4,181.27272727272728
177,672.6,221
164,623.1999999999999,195.3913043478261
162,615.6,200.02777777777777
175,665,205.625
159,604.1999999999999,230.1153846153846
163,619.4,191.6578947368421
173,657.4,233.5
176,668.8,214.025
170,646,210
174,661.1999999999999,220.02083333333334
178,676.4,213.28
163,619.4,247.96153846153845
185,703,235.625
175,665,201.27272727272728
153,581.4,170.52083333333334
160,608,205.125
163,619.4,201.11764705882354
169,642.1999999999999,226.6
181,687.8,213.3269230769231
157,596.6,193.125
164,623.1999999999999,214.7
174,661.1999999999999,208.225
173,657.4,199.32692307692307
157,596.6,187.25
178,676.4,205
169,642.1999999999999,211.47058823529412
162,615.6,198.0263157894737
162,615.6,209.53125
164,623.1999999999999,198.10526315789474
168,638.4,210.02272727272728
166,630.8,183.30769230769232
176,668.8,225
174,661.1999999999999,206.4
178,676.4,222.44444444444446
152,577.6,176.75
165,627,208.2
166,630.8,217.88235294117646
160,608,188.125
169,642.1999999999999,189.94230769230768
165,627,197.23684210526315
175,665,219.1
178,676.4,213.28
172,653.6,200.88
166,630.8,187.8409090909091
171,649.8,207.1
160,608,206.28571428571428
170,646,216.42105263157896
171,649.8,210.1851851851852
174,661.1999999999999,219.125
167,634.6,209
154,585.1999999999999,182.17391304347825
178,676.4,218.11111111111111
157,596.6,178.8409090909091
166,630.8,196.03125
154,585.1999999999999,222.45
171,649.8,197.6304347826087
157,596.6,197.11111111111111
166,630.8,216
173,657.4,203.42105263157896
162,615.6,183.40740740740742
169,642.1999999999999,205
163,619.4,214.36111111111111
174,661.1999999999999,207.33333333333334
174,661.1999999999999,216.1875
164,623.1999999999999,206.47058823529412
176,668.8,224
180,684,222.1875
176,668.8,200.75
169,642.1999999999999,198.45454545454544
156,592.8,172.5681818181818
170,646,204.38095238095238
173,657.4,252.52941176470588
178,676.4,226.21428571428572
176,668.8,199.55769230769232
168,638.4,204.0263157894737
163,619.4,203
172,653.6,201.45454545454544
176,668.8,225.44117647058823
151,573.8,185
159,604.1999999999999,201.25
162,615.6,196.10526315789474
165,627,207.78125
143,543.4,162.18421052631578
173,657.4,206.33333333333334
164,623.1999999999999,202.52083333333334
166,630.8,200.10526315789474
168,638.4,204.02941176470588
170,646,212.025
161,611.8,225.53333333333333
169,642.1999999999999,211.10526315789474
171,649.8,217.225
167,634.6,217
174,661.1999999999999,212.52083333333334
169,642.1999999999999,205.36363636363637
170,646,190.48
176,668.8,226.38095238095238
170,646,220.38095238095238
164,623.1999999999999,212.13333333333333
172,653.6,197.35185185185185
165,627,205
170,646,212.025
177,672.6,202.92000000000002
168,638.4,204.02941176470588
175,665,210.02083333333334
157,596.6,182.6
165,627,205.0263157894737
173,657.4,223
167,634.6,188.42857142857142
166,630.8,193.8409090909091
161,611.8,219.5
155,589,189.13333333333333
162,615.6,187.92000000000002
160,608,224.53333333333333
169,642.1999999999999,203.38095238095238
161,611.8,187.47058823529412
182,691.6,213.5
180,684,220.0263157894737
171,649.8,221.7
152,577.6,182.25
175,665,225.625
172,653.6,204
168,638.4,190.23076923076923
170,646,196.27272727272728
176,668.8,232.03333333333333
165,627,185.25
175,665,230.225
163,619.4,185.6875
165,627,205
177,672.6,203.32692307692307
173,657.4,211.20454545454544
157,596.6,210.33333333333334
183,695.4,210.16071428571428
172,653.6,212.02380952380952
167,634.6,213.69444444444446
179,680.1999999999999,231.9
174,661.1999999999999,191.015625
176,668.8,231.68421052631578
165,627,196.11363636363637
164,623.1999999999999,212.6578947368421
164,623.1999999999999,179.01785714285714
185,703,301.0333333333333
150,570,188.02777777777777
161,611.8,185.08333333333334
167,634.6,203.36363636363637
171,649.8,211.11111111111111
176,668.8,208
161,611.8,197
166,630.8,215
167,634.6,213.02272727272728
177,672.6,205.57142857142858
177,672.6,200.14285714285714
163,619.4,195
171,649.8,222.36111111111111
155,589,197.47058823529412
173,657.4,209
170,646,194.5
157,596.6,180.36111111111111
170,646,208.0952380952381
162,615.6,202.11111111111111
161,611.8,195.38095238095238
157,596.6,208.04166666666666
171,649.8,219.4
147,558.6,177
178,676.4,224.02272727272728
171,649.8,205.7826086956522
169,642.1999999999999,213.73529411764707
171,649.8,215.44444444444446
175,665,219.1
164,623.1999999999999,219.125
161,611.8,174.58695652173913
160,608,198.025
182,691.6,213.8793103448276
177,672.6,207.76923076923077
164,623.1999999999999,188.75
162,615.6,189
166,630.8,196.85714285714286
170,646,191.78
173,657.4,208.02083333333334
170,646,200.08333333333334
167,634.6,188.40740740740742
173,657.4,213.33333333333334
156,592.8,194.53333333333333
164,623.1999999999999,205.8846153846154
181,687.8,231.94736842105263
162,615.6,206.23684210526315
173,657.4,213
174,661.1999999999999,221.05882352941177
159,604.1999999999999,191.11111111111111
166,630.8,202.0263157894737
174,661.1999999999999,202.88
162,615.6,185.67391304347825
166,630.8,212.69444444444446
169,642.1999999999999,209.02380952380952
163,619.4,191.9
177,672.6,202.52083333333334
171,649.8,195.5
170,646,218.89285714285714
172,653.6,212.5
174,661.1999999999999,244.53333333333333
168,638.4,202.38095238095238
167,634.6,218.88235294117646
167,634.6,190.14285714285714
164,623.1999999999999,196.8181818181818
173,657.4,219.02272727272728
170,646,217.05882352941177
166,630.8,195.16666666666666
160,608,188.26470588235293
174,661.1999999999999,212
171,649.8,227.94117647058823
158,600.4,192.225
168,638.4,191.55769230769232
176,668.8,202.6304347826087
160,608,194.10526315789474
171,649.8,233.23529411764707
173,657.4,215.025
169,642.1999999999999,191.6851851851852
170,646,197
173,657.4,194.40740740740742
173,657.4,206.06521739130434
178,676.4,208.76923076923077
179,680.1999999999999,215.36363636363637
168,638.4,191.12
160,608,214
182,691.6,224
177,672.6,205.88
170,646,189.26666666666665
159,604.1999999999999,195.3
170,646,208.0952380952381
179,680.1999999999999,209.42000000000002
167,634.6,187.48
170,646,208.0952380952381
160,608,192.11111111111111
